date,district,Cowpea,Ground Nuts,Maize,Onion,Pepper,Rice,Sesame,Sorghum,Tomato,Water Melon
1995-07-01,Adan Yabaal,,,,,,,,220.0,,
1995-07-01,Afgooye,,,16.381,,,,,409.0,,
1995-07-01,Afmadow,,,,,,,,,,
1995-07-01,Baardheere,,,138.0,,,,,5.18,,
1995-07-01,Badhaadhe,,,,,,,,,,
1995-07-01,Balcad,,,4.235,,,,,922.0,,
1995-07-01,Baraawe,,,402.0,,,,,,,
1995-07-01,Baydhaba,,,,,,,,10.047,,
1995-07-01,Belet Weyne,,,518.0,,,,,2.762,,
1995-07-01,Belet Xaawo,,,2.0,,,,,343.0,,
1995-07-01,Borama,,,,,,,,,,
1995-07-01,Bu'aale,,,964.0,,,,,409.0,,
1995-07-01,Bulo Burto,,,690.0,,,,,1.987,,
1995-07-01,Burco,,,,,,,,,,
1995-07-01,Buur Hakaba,,,,,,,,7.149,,
1995-07-01,Cadale,,,,,,,,,,
1995-07-01,Ceel Bur,,,,,,,,,,
1995-07-01,Ceel Dheer,,,,,,,,,,
1995-07-01,Diinsoor,,,,,,,,4.4,,
1995-07-01,Doolow,,,45.0,,,,,1.27,,
1995-07-01,El berde,,,,,,,,,,
1995-07-01,Garbaharey/Burdhuubo,,,38.0,,,,,6.0,,
1995-07-01,Gebiley,,,,,,,,,,
1995-07-01,Hagar,,,,,,,,,,
1995-07-01,Hargeysa,,,,,,,,,,
1995-07-01,Hobyo,,,,,,,,,,
1995-07-01,Jalalaqsi,,,2.545,,,,,926.0,,
1995-07-01,Jamaame,,,6.188,,,,,,,
1995-07-01,Jilib,,,2.819,,,,,522.0,,
1995-07-01,Jowhar,,,11.621,,,,,2.742,,
1995-07-01,Kismaayo,,,233.0,,,,,7.0,,
1995-07-01,Kurtunwaarey,,,289.0,,,,,,,
1995-07-01,Luuq,,,128.0,,,,,20.0,,
1995-07-01,Marka,,,18.224,,,,,1.107,,
1995-07-01,Owdweyne,,,,,,,,,,
1995-07-01,Qansax Dheere,,,,,,,,8.403,,
1995-07-01,Qoryooley,,,18.728,,,,,4.0,,
1995-07-01,Rab Dhuure,,,,,,,,,,
1995-07-01,Saakow,,,1.308,,,,,3.708,,
1995-07-01,Sablaale,,,202.0,,,,,,,
1995-07-01,Sheikh,,,,,,,,,,
1995-07-01,Tayeeglow,,,511.0,,,,,2.724,,
1995-07-01,Waajid,,,,,,,,367.0,,
1995-07-01,Wanla weyn,,,2.459,,,,,5.524,,
1995-07-01,Xarardheere,,,,,,,,,,
1995-07-01,Xudur,,,,,,,,1.459,,
1996-01-01,Adan Yabaal,,,,,,,,390.0,,
1996-01-01,Afgooye,,,6.369,,,,,7.5,,
1996-01-01,Afmadow,,,,,,,,800.0,,
1996-01-01,Baardheere,,,47.0,,,,,1.2,,
1996-01-01,Badhaadhe,,,,,,,,,,
1996-01-01,Balcad,,,2.355,,,,,1.68,,
1996-01-01,Baraawe,,,337.0,,,,,,,
1996-01-01,Baydhaba,,,,,,,,5.07,,
1996-01-01,Belet Weyne,,,131.0,,,,,900.0,,
1996-01-01,Belet Xaawo,,,1.0,,,,,40.0,,
1996-01-01,Borama,,,,,,,,,,
1996-01-01,Bu'aale,,,97.0,,,,,441.0,,
1996-01-01,Bulo Burto,,,339.0,,,,,2.25,,
1996-01-01,Burco,,,,,,,,,,
1996-01-01,Buur Hakaba,,,,,,,,3.0,,
1996-01-01,Cadale,,,,,,,,,,
1996-01-01,Ceel Bur,,,,,,,,,,
1996-01-01,Ceel Dheer,,,,,,,,,,
1996-01-01,Diinsoor,,,,,,,,12.22,,
1996-01-01,Doolow,,,15.0,,,,,,,
1996-01-01,El berde,,,,,,,,,,
1996-01-01,Garbaharey/Burdhuubo,,,13.0,,,,,40.0,,
1996-01-01,Gebiley,,,,,,,,,,
1996-01-01,Hagar,,,270.0,,,,,,,
1996-01-01,Hargeysa,,,,,,,,,,
1996-01-01,Hobyo,,,,,,,,,,
1996-01-01,Jalalaqsi,,,449.0,,,,,600.0,,
1996-01-01,Jamaame,,,881.0,,,,,,,
1996-01-01,Jilib,,,2.182,,,,,350.0,,
1996-01-01,Jowhar,,,4.57,,,,,2.8,,
1996-01-01,Kismaayo,,,79.0,,,,,,,
1996-01-01,Kurtunwaarey,,,549.0,,,,,,,
1996-01-01,Luuq,,,44.0,,,,,400.0,,
1996-01-01,Marka,,,2.557,,,,,2.2,,
1996-01-01,Owdweyne,,,,,,,,,,
1996-01-01,Qansax Dheere,,,,,,,,17.5,,
1996-01-01,Qoryooley,,,10.15,,,,,1.8,,
1996-01-01,Rab Dhuure,,,,,,,,,,
1996-01-01,Saakow,,,231.0,,,,,1.25,,
1996-01-01,Sablaale,,,419.0,,,,,,,
1996-01-01,Sheikh,,,,,,,,,,
1996-01-01,Tayeeglow,,,,,,,,740.0,,
1996-01-01,Waajid,,,,,,,,200.0,,
1996-01-01,Wanla weyn,,,451.0,,,,,8.4,,
1996-01-01,Xarardheere,,,,,,,,,,
1996-01-01,Xudur,,,,,,,,200.0,,
1996-07-01,Adan Yabaal,,,,,,,,,,
1996-07-01,Afgooye,,,20.17,,,,,197.0,,
1996-07-01,Afmadow,,,,,,,,,,
1996-07-01,Baardheere,,,1.438,,,,,2.113,,
1996-07-01,Badhaadhe,,,,,,,,,,
1996-07-01,Balcad,,,4.219,,,,,1.648,,
1996-07-01,Baraawe,,,548.0,,,,,,,
1996-07-01,Baydhaba,,,2.6,,,,,35.515,,
1996-07-01,Belet Weyne,,,1.122,,,,,1.129,,
1996-07-01,Belet Xaawo,,,93.0,,,,,103.0,,
1996-07-01,Borama,,,,,,,,,,
1996-07-01,Bu'aale,,,1.171,,,,,352.0,,
1996-07-01,Bulo Burto,,,556.0,,,,,2.582,,
1996-07-01,Burco,,,,,,,,,,
1996-07-01,Buur Hakaba,,,90.0,,,,,19.417,,
1996-07-01,Cadale,,,,,,,,,,
1996-07-01,Ceel Bur,,,,,,,,,,
1996-07-01,Ceel Dheer,,,,,,,,,,
1996-07-01,Diinsoor,,,900.0,,,,,9.036,,
1996-07-01,Doolow,,,176.0,,,,,43.0,,
1996-07-01,El berde,,,,,,,,,,
1996-07-01,Garbaharey/Burdhuubo,,,52.0,,,,,12.0,,
1996-07-01,Gebiley,,,,,,,,,,
1996-07-01,Hagar,,,,,,,,,,
1996-07-01,Hargeysa,,,,,,,,,,
1996-07-01,Hobyo,,,,,,,,,,
1996-07-01,Jalalaqsi,,,407.0,,,,,439.0,,
1996-07-01,Jamaame,,,3.744,,,,,,,
1996-07-01,Jilib,,,6.179,,,,,5.0,,
1996-07-01,Jowhar,,,9.56,,,,,2.072,,
1996-07-01,Kismaayo,,,318.0,,,,,14.0,,
1996-07-01,Kurtunwaarey,,,394.0,,,,,,,
1996-07-01,Luuq,,,175.0,,,,,37.0,,
1996-07-01,Marka,,,23.929,,,,,56.0,,
1996-07-01,Owdweyne,,,,,,,,,,
1996-07-01,Qansax Dheere,,,4.4,,,,,18.222,,
1996-07-01,Qoryooley,,,14.167,,,,,128.0,,
1996-07-01,Rab Dhuure,,,,,,,,,,
1996-07-01,Saakow,,,673.0,,,,,2.713,,
1996-07-01,Sablaale,,,276.0,,,,,,,
1996-07-01,Sheikh,,,,,,,,,,
1996-07-01,Tayeeglow,,,200.0,,,,,2.614,,
1996-07-01,Waajid,,,15.0,,,,,580.0,,
1996-07-01,Wanla weyn,,,701.0,,,,,3.746,,
1996-07-01,Xarardheere,,,,,,,,,,
1996-07-01,Xudur,,,300.0,,,,,1.418,,
1997-01-01,Adan Yabaal,,,,,,,,,,
1997-01-01,Afgooye,,,3.88,,,,,161.0,,
1997-01-01,Afmadow,,,,,,,,,,
1997-01-01,Baardheere,,,1.026,,,,,124.0,,
1997-01-01,Badhaadhe,,,,,,,,,,
1997-01-01,Balcad,,,1.595,,,,,5.0,,
1997-01-01,Baraawe,,,75.0,,,,,,,
1997-01-01,Baydhaba,,,,,,,,2.1,,
1997-01-01,Belet Weyne,,,217.0,,,,,420.0,,
1997-01-01,Belet Xaawo,,,,,,,,1.0,,
1997-01-01,Borama,,,,,,,,,,
1997-01-01,Bu'aale,,,157.0,,,,,591.0,,
1997-01-01,Bulo Burto,,,1.558,,,,,2.64,,
1997-01-01,Burco,,,,,,,,,,
1997-01-01,Buur Hakaba,,,,,,,,421.0,,
1997-01-01,Cadale,,,,,,,,,,
1997-01-01,Ceel Bur,,,,,,,,,,
1997-01-01,Ceel Dheer,,,,,,,,,,
1997-01-01,Diinsoor,,,,,,,,946.0,,
1997-01-01,Doolow,,,8.0,,,,,,,
1997-01-01,El berde,,,,,,,,,,
1997-01-01,Garbaharey/Burdhuubo,,,7.0,,,,,42.0,,
1997-01-01,Gebiley,,,,,,,,,,
1997-01-01,Hagar,,,,,,,,,,
1997-01-01,Hargeysa,,,,,,,,,,
1997-01-01,Hobyo,,,,,,,,,,
1997-01-01,Jalalaqsi,,,540.0,,,,,670.0,,
1997-01-01,Jamaame,,,2.128,,,,,,,
1997-01-01,Jilib,,,1.565,,,,,1.0,,
1997-01-01,Jowhar,,,3.976,,,,,288.0,,
1997-01-01,Kismaayo,,,76.0,,,,,3.0,,
1997-01-01,Kurtunwaarey,,,54.0,,,,,,,
1997-01-01,Luuq,,,24.0,,,,,7.0,,
1997-01-01,Marka,,,4.576,,,,,4.0,,
1997-01-01,Owdweyne,,,,,,,,,,
1997-01-01,Qansax Dheere,,,,,,,,3.683,,
1997-01-01,Qoryooley,,,10.897,,,,,102.0,,
1997-01-01,Rab Dhuure,,,,,,,,,,
1997-01-01,Saakow,,,315.0,,,,,1.029,,
1997-01-01,Sablaale,,,38.0,,,,,,,
1997-01-01,Sheikh,,,,,,,,,,
1997-01-01,Tayeeglow,,,12.0,,,,,301.0,,
1997-01-01,Waajid,,,,,,,,204.0,,
1997-01-01,Wanla weyn,,,28.0,,,,,128.0,,
1997-01-01,Xarardheere,,,,,,,,,,
1997-01-01,Xudur,,,30.0,,,,,158.0,,
1997-07-01,Adan Yabaal,,,,,,,,,,
1997-07-01,Afgooye,,,13.282,,,,,98.0,,
1997-07-01,Afmadow,,,,,,,,,,
1997-07-01,Baardheere,,,6.328,,,,,15.7,,
1997-07-01,Badhaadhe,,,,,,,,,,
1997-07-01,Balcad,,,3.062,,,,,3.125,,
1997-07-01,Baraawe,,,256.0,,,,,,,
1997-07-01,Baydhaba,,,50.0,,,,,19.287,,
1997-07-01,Belet Weyne,,,1.82,,,,,2.885,,
1997-07-01,Belet Xaawo,,,379.0,,,,,398.0,,
1997-07-01,Borama,,,,,,,,,,
1997-07-01,Bu'aale,,,2.119,,,,,719.0,,
1997-07-01,Bulo Burto,,,323.0,,,,,1.073,,
1997-07-01,Burco,,,,,,,,,,
1997-07-01,Buur Hakaba,,,50.0,,,,,9.271,,
1997-07-01,Cadale,,,,,,,,,,
1997-07-01,Ceel Bur,,,,,,,,,,
1997-07-01,Ceel Dheer,,,,,,,,,,
1997-07-01,Diinsoor,,,44.0,,,,,11.33,,
1997-07-01,Doolow,,,245.0,,,,,207.0,,
1997-07-01,El berde,,,,,,,,,,
1997-07-01,Garbaharey/Burdhuubo,,,24.0,,,,,20.0,,
1997-07-01,Gebiley,,,,,,,,,,
1997-07-01,Hagar,,,,,,,,483.0,,
1997-07-01,Hargeysa,,,,,,,,,,
1997-07-01,Hobyo,,,,,,,,,,
1997-07-01,Jalalaqsi,,,292.0,,,,,710.0,,
1997-07-01,Jamaame,,,10.504,,,,,,,
1997-07-01,Jilib,,,8.803,,,,,9.0,,
1997-07-01,Jowhar,,,12.147,,,,,4.424,,
1997-07-01,Kismaayo,,,1.73,,,,,24.0,,
1997-07-01,Kurtunwaarey,,,6.684,,,,,,,
1997-07-01,Luuq,,,82.0,,,,,65.0,,
1997-07-01,Marka,,,23.14,,,,,33.0,,
1997-07-01,Owdweyne,,,,,,,,,,
1997-07-01,Qansax Dheere,,,140.0,,,,,19.932,,
1997-07-01,Qoryooley,,,15.631,,,,,615.0,,
1997-07-01,Rab Dhuure,,,,,,,,,,
1997-07-01,Saakow,,,1.712,,,,,5.658,,
1997-07-01,Sablaale,,,129.0,,,,,,,
1997-07-01,Sheikh,,,,,,,,,,
1997-07-01,Tayeeglow,,,216.0,,,,,1.491,,
1997-07-01,Waajid,,,23.0,,,,,575.0,,
1997-07-01,Wanla weyn,,,328.0,,,,,8.827,,
1997-07-01,Xarardheere,,,,,,,,,,
1997-07-01,Xudur,,,150.0,,,,,701.0,,
1998-01-01,Adan Yabaal,,,,,,,,,,
1998-01-01,Afgooye,,,680.0,,,,,3.35,,
1998-01-01,Afmadow,,,,,,,,,,
1998-01-01,Baardheere,,,630.0,,,,,475.0,,
1998-01-01,Badhaadhe,,,84.0,,,,,,,
1998-01-01,Balcad,,,680.0,,,,,744.0,,
1998-01-01,Baraawe,,,380.0,,,,,15.0,,
1998-01-01,Baydhaba,,,,,,,,10.363,,
1998-01-01,Belet Weyne,,,1.6,,,,,229.0,,
1998-01-01,Belet Xaawo,,,20.0,,,,,19.0,,
1998-01-01,Borama,,,,,,,,,,
1998-01-01,Bu'aale,,,1.96,,,,,259.0,,
1998-01-01,Bulo Burto,,,360.0,,,,,1.648,,
1998-01-01,Burco,,,,,,,,,,
1998-01-01,Buur Hakaba,,,,,,,,8.544,,
1998-01-01,Cadale,,,,,,,,,,
1998-01-01,Ceel Bur,,,,,,,,,,
1998-01-01,Ceel Dheer,,,,,,,,,,
1998-01-01,Diinsoor,,,,,,,,3.452,,
1998-01-01,Doolow,,,60.0,,,,,7.0,,
1998-01-01,El berde,,,,,,,,,,
1998-01-01,Garbaharey/Burdhuubo,,,,,,,,26.0,,
1998-01-01,Gebiley,,,,,,,,,,
1998-01-01,Hagar,,,700.0,,,,,700.0,,
1998-01-01,Hargeysa,,,,,,,,,,
1998-01-01,Hobyo,,,,,,,,,,
1998-01-01,Jalalaqsi,,,500.0,,,,,692.0,,
1998-01-01,Jamaame,,,194.0,,,,,120.0,,
1998-01-01,Jilib,,,200.0,,,,,8.0,,
1998-01-01,Jowhar,,,2.38,,,,,1.109,,
1998-01-01,Kismaayo,,,233.0,,,,,20.0,,
1998-01-01,Kurtunwaarey,,,100.0,,,,,50.0,,
1998-01-01,Luuq,,,,,,,,166.0,,
1998-01-01,Marka,,,520.0,,,,,18.0,,
1998-01-01,Owdweyne,,,,,,,,,,
1998-01-01,Qansax Dheere,,,50.0,,,,,7.578,,
1998-01-01,Qoryooley,,,2.76,,,,,62.0,,
1998-01-01,Rab Dhuure,,,,,,,,,,
1998-01-01,Saakow,,,1.47,,,,,1.421,,
1998-01-01,Sablaale,,,95.0,,,,,,,
1998-01-01,Sheikh,,,,,,,,,,
1998-01-01,Tayeeglow,,,60.0,,,,,788.0,,
1998-01-01,Waajid,,,25.0,,,,,180.0,,
1998-01-01,Wanla weyn,,,150.0,,,,,1.79,,
1998-01-01,Xarardheere,,,,,,,,,,
1998-01-01,Xudur,,,143.0,,,,,665.0,,
1998-07-01,Adan Yabaal,,,,,,,,,,
1998-07-01,Afgooye,,,8.0,,,,,,,
1998-07-01,Afmadow,,,1.081,,,,,,,
1998-07-01,Baardheere,,,2.11,,,,,850.0,,
1998-07-01,Badhaadhe,,,1.021,,,,,,,
1998-07-01,Balcad,,,2.778,,,,,450.0,,
1998-07-01,Baraawe,,,507.0,,,,,,,
1998-07-01,Baydhaba,,,50.0,,,,,3.6,,
1998-07-01,Belet Weyne,,,1.545,,,,,40.0,,
1998-07-01,Belet Xaawo,,,854.0,,,,,100.0,,
1998-07-01,Borama,,,615.0,,,,,1.4,,
1998-07-01,Bu'aale,,,2.874,,,,,112.0,,
1998-07-01,Bulo Burto,,,409.0,,,,,15.0,,
1998-07-01,Burco,,,,,,,,,,
1998-07-01,Buur Hakaba,,,100.0,,,,,3.0,,
1998-07-01,Cadale,,,,,,,,,,
1998-07-01,Ceel Bur,,,,,,,,,,
1998-07-01,Ceel Dheer,,,,,,,,,,
1998-07-01,Diinsoor,,,10.0,,,,,1.6,,
1998-07-01,Doolow,,,254.0,,,,,,,
1998-07-01,El berde,,,,,,,,20.0,,
1998-07-01,Garbaharey/Burdhuubo,,,1.335,,,,,35.0,,
1998-07-01,Gebiley,,,1.53,,,,,6.44,,
1998-07-01,Hagar,,,1.346,,,,,,,
1998-07-01,Hargeysa,,,1.005,,,,,1.8,,
1998-07-01,Hobyo,,,,,,,,,,
1998-07-01,Jalalaqsi,,,673.0,,,,,12.0,,
1998-07-01,Jamaame,,,6.251,,,,,,,
1998-07-01,Jilib,,,9.85,,,,,,,
1998-07-01,Jowhar,,,6.381,,,,,750.0,,
1998-07-01,Kismaayo,,,2.06,,,,,,,
1998-07-01,Kurtunwaarey,,,5.352,,,,,,,
1998-07-01,Luuq,,,811.0,,,,,30.0,,
1998-07-01,Marka,,,15.552,,,,,,,
1998-07-01,Owdweyne,,,,,,,,,,
1998-07-01,Qansax Dheere,,,50.0,,,,,2.75,,
1998-07-01,Qoryooley,,,9.981,,,,,90.0,,
1998-07-01,Rab Dhuure,,,,,,,,25.0,,
1998-07-01,Saakow,,,1.97,,,,,960.0,,
1998-07-01,Sablaale,,,854.0,,,,,,,
1998-07-01,Sheikh,,,,,,,,,,
1998-07-01,Tayeeglow,,,,,,,,250.0,,
1998-07-01,Waajid,,,,,,,,200.0,,
1998-07-01,Wanla weyn,,,10.0,,,,,6.72,,
1998-07-01,Xarardheere,,,,,,,,,,
1998-07-01,Xudur,,,75.0,,,,,300.0,,
1999-01-01,Adan Yabaal,,,,,,,,,,
1999-01-01,Afgooye,,,4.651,,,,,1.8,,
1999-01-01,Afmadow,,,180.0,,,,,,,
1999-01-01,Baardheere,,,2.291,,,,,440.0,,
1999-01-01,Badhaadhe,,,,,,,,,,
1999-01-01,Balcad,,,1.382,,,,,1.5,,
1999-01-01,Baraawe,,,468.0,,,,,,,
1999-01-01,Baydhaba,,,,,,,,4.8,,
1999-01-01,Belet Weyne,,,3.521,,,,,3.6,,
1999-01-01,Belet Xaawo,,,961.0,,,,,,,
1999-01-01,Borama,,,,,,,,,,
1999-01-01,Bu'aale,,,378.0,,,,,210.0,,
1999-01-01,Bulo Burto,,,1.642,,,,,1.8,,
1999-01-01,Burco,,,,,,,,,,
1999-01-01,Buur Hakaba,,,,,,,,2.7,,
1999-01-01,Cadale,,,,,,,,,,
1999-01-01,Ceel Bur,,,,,,,,,,
1999-01-01,Ceel Dheer,,,,,,,,,,
1999-01-01,Diinsoor,,,,,,,,2.0,,
1999-01-01,Doolow,,,657.0,,,,,,,
1999-01-01,El berde,,,,,,,,,,
1999-01-01,Garbaharey/Burdhuubo,,,474.0,,,,,40.0,,
1999-01-01,Gebiley,,,,,,,,,,
1999-01-01,Hagar,,,750.0,,,,,,,
1999-01-01,Hargeysa,,,,,,,,,,
1999-01-01,Hobyo,,,,,,,,,,
1999-01-01,Jalalaqsi,,,1.493,,,,,720.0,,
1999-01-01,Jamaame,,,682.0,,,,,,,
1999-01-01,Jilib,,,1.346,,,,,75.0,,
1999-01-01,Jowhar,,,2.945,,,,,2.25,,
1999-01-01,Kismaayo,,,236.0,,,,,,,
1999-01-01,Kurtunwaarey,,,3.106,,,,,,,
1999-01-01,Luuq,,,1.397,,,,,,,
1999-01-01,Marka,,,12.0,,,,,60.0,,
1999-01-01,Owdweyne,,,,,,,,,,
1999-01-01,Qansax Dheere,,,,,,,,3.0,,
1999-01-01,Qoryooley,,,5.846,,,,,360.0,,
1999-01-01,Rab Dhuure,,,,,,,,,,
1999-01-01,Saakow,,,316.0,,,,,600.0,,
1999-01-01,Sablaale,,,1.474,,,,,,,
1999-01-01,Sheikh,,,,,,,,,,
1999-01-01,Tayeeglow,,,60.0,,,,,925.0,,
1999-01-01,Waajid,,,,,,,,,,
1999-01-01,Wanla weyn,,,54.0,,,,,3.92,,
1999-01-01,Xarardheere,,,,,,,,,,
1999-01-01,Xudur,,,50.0,,,,,200.0,,
1999-07-01,Adan Yabaal,,,,,,,,,,
1999-07-01,Afgooye,,,16.32,,,,,,,
1999-07-01,Afmadow,,,1.52,,,,,105.0,,
1999-07-01,Baardheere,,,3.04,,,,,1.2,,
1999-07-01,Badhaadhe,,,455.0,,,,,60.0,,
1999-07-01,Balcad,,,1.5,,,,,120.0,,
1999-07-01,Baraawe,,,960.0,,,,,,,
1999-07-01,Baydhaba,,,150.0,,,,,7.35,,
1999-07-01,Belet Weyne,,,1.6,,,,,3.0,,
1999-07-01,Belet Xaawo,,,360.0,,,,,10.0,,
1999-07-01,Borama,,,1.136,,,,,2.513,,
1999-07-01,Bu'aale,,,2.32,,,,,600.0,,
1999-07-01,Bulo Burto,,,1.05,,,,,400.0,,
1999-07-01,Burco,,,,,,,,,,
1999-07-01,Buur Hakaba,,,80.0,,,,,2.43,,
1999-07-01,Cadale,,,,,,,,,,
1999-07-01,Ceel Bur,,,,,,,,,,
1999-07-01,Ceel Dheer,,,,,,,,,,
1999-07-01,Diinsoor,,,1.1,,,,,4.625,,
1999-07-01,Doolow,,,240.0,,,,,,,
1999-07-01,El berde,,,3.0,,,,,30.0,,
1999-07-01,Garbaharey/Burdhuubo,,,208.0,,,,,30.0,,
1999-07-01,Gebiley,,,4.036,,,,,8.98,,
1999-07-01,Hagar,,,880.0,,,,,,,
1999-07-01,Hargeysa,,,1.78,,,,,3.112,,
1999-07-01,Hobyo,,,,,,,,,,
1999-07-01,Jalalaqsi,,,900.0,,,,,280.0,,
1999-07-01,Jamaame,,,5.17,,,,,,,
1999-07-01,Jilib,,,5.28,,,,,210.0,,
1999-07-01,Jowhar,,,2.4,,,,,540.0,,
1999-07-01,Kismaayo,,,880.0,,,,,,,
1999-07-01,Kurtunwaarey,,,8.81,,,,,,,
1999-07-01,Luuq,,,630.0,,,,,80.0,,
1999-07-01,Marka,,,22.6,,,,,,,
1999-07-01,Owdweyne,,,24.0,,,,,240.0,,
1999-07-01,Qansax Dheere,,,840.0,,,,,4.425,,
1999-07-01,Qoryooley,,,14.08,,,,,30.0,,
1999-07-01,Rab Dhuure,,,14.0,,,,,375.0,,
1999-07-01,Saakow,,,1.12,,,,,1.8,,
1999-07-01,Sablaale,,,2.5,,,,,,,
1999-07-01,Sheikh,,,,,,,,,,
1999-07-01,Tayeeglow,,,10.0,,,,,600.0,,
1999-07-01,Waajid,,,20.0,,,,,500.0,,
1999-07-01,Wanla weyn,,,,,,,,2.835,,
1999-07-01,Xarardheere,,,,,,,,,,
1999-07-01,Xudur,,,8.0,,,,,200.0,,
2000-01-01,Adan Yabaal,,,,,,,,,,
2000-01-01,Afgooye,,,11.64,,,,,7.8,,
2000-01-01,Afmadow,,,600.0,,,,,100.0,,
2000-01-01,Baardheere,,,3.78,,,,,375.0,,
2000-01-01,Badhaadhe,,,360.0,,,,,60.0,,
2000-01-01,Balcad,,,2.4,,,,,960.0,,
2000-01-01,Baraawe,,,1.38,,,,,,,
2000-01-01,Baydhaba,,,,,,,,12.0,,
2000-01-01,Belet Weyne,,,675.0,,,,,1.4,,
2000-01-01,Belet Xaawo,,,350.0,,,,,,,
2000-01-01,Borama,,,,,,,,,,
2000-01-01,Bu'aale,,,420.0,,,,,600.0,,
2000-01-01,Bulo Burto,,,500.0,,,,,1.82,,
2000-01-01,Burco,,,,,,,,,,
2000-01-01,Buur Hakaba,,,,,,,,1.0,,
2000-01-01,Cadale,,,,,,,,,,
2000-01-01,Ceel Bur,,,,,,,,,,
2000-01-01,Ceel Dheer,,,,,,,,,,
2000-01-01,Diinsoor,,,,,,,,5.1,,
2000-01-01,Doolow,,,300.0,,,,,,,
2000-01-01,El berde,,,,,,,,,,
2000-01-01,Garbaharey/Burdhuubo,,,165.0,,,,,3.0,,
2000-01-01,Gebiley,,,,,,,,,,
2000-01-01,Hagar,,,280.0,,,,,320.0,,
2000-01-01,Hargeysa,,,,,,,,,,
2000-01-01,Hobyo,,,,,,,,,,
2000-01-01,Jalalaqsi,,,780.0,,,,,825.0,,
2000-01-01,Jamaame,,,2.1,,,,,,,
2000-01-01,Jilib,,,1.89,,,,,320.0,,
2000-01-01,Jowhar,,,8.0,,,,,2.8,,
2000-01-01,Kismaayo,,,400.0,,,,,,,
2000-01-01,Kurtunwaarey,,,4.5,,,,,,,
2000-01-01,Luuq,,,720.0,,,,,6.0,,
2000-01-01,Marka,,,13.23,,,,,200.0,,
2000-01-01,Owdweyne,,,,,,,,,,
2000-01-01,Qansax Dheere,,,,,,,,3.0,,
2000-01-01,Qoryooley,,,5.22,,,,,90.0,,
2000-01-01,Rab Dhuure,,,,,,,,,,
2000-01-01,Saakow,,,360.0,,,,,2.448,,
2000-01-01,Sablaale,,,1.54,,,,,,,
2000-01-01,Sheikh,,,,,,,,,,
2000-01-01,Tayeeglow,,,,,,,,23.0,,
2000-01-01,Waajid,,,,,,,,80.0,,
2000-01-01,Wanla weyn,,,,,,,,5.25,,
2000-01-01,Xarardheere,,,,,,,,,,
2000-01-01,Xudur,,,,,,,,10.0,,
2000-07-01,Adan Yabaal,,,,,,,,90.0,,
2000-07-01,Afgooye,,,16.25,,,,,250.0,,
2000-07-01,Afmadow,,,255.0,,,,,20.0,,
2000-07-01,Baardheere,,,2.73,,,,,2.8,,
2000-07-01,Badhaadhe,,,880.0,,,,,220.0,,
2000-07-01,Balcad,,,3.6,,,,,1.8,,
2000-07-01,Baraawe,,,1.275,,,,,,,
2000-07-01,Baydhaba,,,400.0,,,,,25.9,,
2000-07-01,Belet Weyne,,,800.0,,,,,3.2,,
2000-07-01,Belet Xaawo,,,300.0,,,,,40.0,,
2000-07-01,Borama,,,500.0,,,,,2.04,,
2000-07-01,Bu'aale,,,1.5,,,,,390.0,,
2000-07-01,Bulo Burto,,,700.0,,,,,1.75,,
2000-07-01,Burco,,,,,,,,,,
2000-07-01,Buur Hakaba,,,200.0,,,,,12.5,,
2000-07-01,Cadale,,,,,,,,48.0,,
2000-07-01,Ceel Bur,,,,,,,,,,
2000-07-01,Ceel Dheer,,,,,,,,,,
2000-07-01,Diinsoor,,,1.6,,,,,19.6,,
2000-07-01,Doolow,,,560.0,,,,,15.0,,
2000-07-01,El berde,,,,,,,,240.0,,
2000-07-01,Garbaharey/Burdhuubo,,,898.0,,,,,89.0,,
2000-07-01,Gebiley,,,1.4,,,,,7.14,,
2000-07-01,Hagar,,,450.0,,,,,45.0,,
2000-07-01,Hargeysa,,,465.0,,,,,2.16,,
2000-07-01,Hobyo,,,,,,,,,,
2000-07-01,Jalalaqsi,,,750.0,,,,,300.0,,
2000-07-01,Jamaame,,,1.838,,,,,,,
2000-07-01,Jilib,,,2.625,,,,,320.0,,
2000-07-01,Jowhar,,,10.4,,,,,4.5,,
2000-07-01,Kismaayo,,,525.0,,,,,,,
2000-07-01,Kurtunwaarey,,,3.895,,,,,,,
2000-07-01,Luuq,,,1.44,,,,,100.0,,
2000-07-01,Marka,,,29.0,,,,,,,
2000-07-01,Owdweyne,,,9.0,,,,,252.0,,
2000-07-01,Qansax Dheere,,,2.0,,,,,17.5,,
2000-07-01,Qoryooley,,,11.44,,,,,60.0,,
2000-07-01,Rab Dhuure,,,60.0,,,,,750.0,,
2000-07-01,Saakow,,,1.5,,,,,1.35,,
2000-07-01,Sablaale,,,3.42,,,,,,,
2000-07-01,Sheikh,,,,,,,,,,
2000-07-01,Tayeeglow,,,140.0,,,,,1.95,,
2000-07-01,Waajid,,,100.0,,,,,1.2,,
2000-07-01,Wanla weyn,,,,,,,,11.9,,
2000-07-01,Xarardheere,,,,,,,,,,
2000-07-01,Xudur,,,200.0,,,,,1.65,,
2001-01-01,Adan Yabaal,,,,,,,,66.0,,
2001-01-01,Afgooye,,,4.8,,,,,2.88,,
2001-01-01,Afmadow,,,540.0,,,,,40.0,,
